total_days_evaluated,avg_baseline_cost_eur,avg_optimized_cost_eur,avg_daily_savings_eur,avg_savings_pct,max_daily_savings_eur,min_daily_savings_eur
731,1.3473,0.6681,0.6792,50.66,1.6671,0.0122
